target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2024.4	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	494.47	1.81955	0.0839118
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1747.4	40.774	0.532096
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	496.47	7.40642	0.340184
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1574.4	4	0.0579353
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1211.4	0	0
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	706.402	1	0.032281
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	863.402	6.14425	0.162276
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1036.4	0	0
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	724.402	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1036.4	0	0
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2224.4	0.5	0.00512573
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6060.4	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6152.4	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5574.4	69.7224	0.285215
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5575.4	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6095.4	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1025.4	6	0.133431
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	291.768	5	0.390779
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1735.4	30	0.394203
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	824.402	3	0.0829815
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	437.506	4	0.208485
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2303.4	115.83	1.1467
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2405.4	0	0
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	992.402	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	668.402	0	0
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1403.4	13	0.211232
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	287.768	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1455.4	9.41972	0.147589
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1402.4	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1357.4	38.597	0.648401
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1202.4	0	0
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	912.402	3	0.074978
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	617.419	0	0
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1363.4	0	0
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1456.4	18	0.281832
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	237.997	2	0.191627
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1150.4	1.2257	0.024296
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1646.4	0	0
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1791.4	1.75369	0.0223234
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1730.4	6.17441	0.0813669
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1669.4	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1672.4	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	744.402	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	712.402	0	0
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	357.655	0.305323	0.0194668
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1369.4	3	0.0499562
lcl|NW_022170249.1_mrna_XM_031482721.1_48	2395	2160.4	17	0.179438
lcl|NW_022170249.1_mrna_XM_031482710.1_49	1491	1256.4	8	0.145198
lcl|NW_022170249.1_mrna_XM_031483342.1_50	1697	1462.4	0	0
lcl|NW_022170249.1_miscrna_XR_004142972.1_51	1140	905.402	0	0
