target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2022.63	0.536593	0.00690884
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	492.798	0	0
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1745.63	6.47859	0.0966508
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	494.798	5	0.263159
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1572.63	0	0
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1209.63	0	0
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	704.63	0	0
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	861.63	7	0.21157
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1034.63	4	0.100682
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	722.63	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1034.63	4	0.100682
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2222.63	2	0.0234336
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6058.63	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6150.63	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5572.63	7.92917e-06	3.70548e-08
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5573.63	0.0247794	0.000115779
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6093.63	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1023.63	3	0.0763229
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	290.092	0	0
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1733.63	16	0.240348
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	822.63	2.5	0.079143
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	435.798	1	0.0597574
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2301.63	141.642	1.60263
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2403.63	0	0
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	990.63	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	666.63	2.71259	0.105968
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1401.63	4.28741	0.0796596
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	286.129	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1453.63	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1400.63	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1355.63	0	0
