target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2017.25	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	487.336	0	0
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1740.25	37	0.795036
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	489.336	13	0.99342
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1567.25	4	0.0954374
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1204.25	1.54096	0.0478487
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	699.249	2	0.106953
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	856.249	2	0.0873427
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1029.25	1.5	0.0544963
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	717.249	2	0.104269
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1029.25	1.5	0.0544963
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2217.25	2	0.0337297
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6053.25	2.01032e-06	1.24186e-08
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6145.25	17.2774	0.105132
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5567.25	6.39057	0.0429236
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5568.25	35.9831	0.241644
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6088.25	29.1414	0.178984
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1018.25	4	0.146893
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	284.552	0	0
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1728.25	35	0.757283
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	817.249	1	0.0457554
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	430.358	5	0.434446
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2296.25	44.3484	0.722196
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2398.25	1.37471	0.0214346
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	985.249	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	661.266	5.5555	0.314154
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1396.25	11.4445	0.3065
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	280.566	1	0.133279
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1448.25	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1395.25	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1350.25	13.8298	0.382999
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1195.25	0	0
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	905.249	1.5	0.0619612
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	610.266	2.29623	0.140699
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1356.25	1.69356	0.0466937
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1449.25	10	0.25802
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	230.83	2	0.323992
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1143.25	2.3431	0.0766383
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1639.25	1.29319	0.0294994
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1784.25	2.02252	0.0423872
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1723.25	5.15926	0.111953
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1662.25	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1665.25	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	737.249	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	705.249	0	0
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	350.426	0.828521	0.0884104
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1362.25	5	0.137249
lcl|NW_022170249.1_mrna_XM_031482721.1_48	2395	2153.25	13.4458	0.233501
lcl|NW_022170249.1_mrna_XM_031482710.1_49	1491	1249.25	2.74182	0.0820705
lcl|NW_022170249.1_mrna_XM_031483342.1_50	1697	1455.25	0	0
lcl|NW_022170249.1_miscrna_XR_004142972.1_51	1140	898.249	0	0
lcl|NW_022170249.1_mrna_XM_031472352.1_52	1340	1098.25	1.64401e-06	5.59759e-08
lcl|NW_022170249.1_mrna_XM_031472974.1_53	1790	1548.25	0	0
