target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2021.22	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	491.401	11.5264	0.721119
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1744.22	15.1715	0.267409
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	493.401	12	0.747704
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1571.22	2	0.0391328
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1208.22	7	0.178115
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	703.221	0	0
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	860.221	0	0
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1033.22	0	0
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	721.221	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1033.22	0	0
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2221.22	0	0
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6057.22	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6149.22	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5571.22	0	0
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5572.22	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6092.22	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1022.22	9.98687	0.300354
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	288.799	2	0.212903
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1732.22	15.3875	0.273095
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	821.221	2	0.0748718
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	434.481	0	0
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2300.22	73.9007	0.987706
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2402.22	5.01259	0.0641501
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	989.221	3.44079	0.106933
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	665.239	0	0
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1400.22	7	0.153691
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	284.806	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1452.22	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1399.22	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1354.22	0	0
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1199.22	0.473246	0.0121321
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	909.221	0	0
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	614.303	2.71119	0.135683
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1360.22	0	0
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1453.22	12	0.253862
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	235.098	1.14289	0.149452
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1147.22	0	0
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1643.22	0	0
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1788.22	0	0
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1727.22	0	0
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1666.22	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1669.22	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	741.221	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	709.221	0.259199	0.0112357
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	354.643	0	0
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1366.22	0	0
lcl|NW_022170249.1_mrna_XM_031482721.1_48	2395	2157.22	13.4706	0.191973
lcl|NW_022170249.1_mrna_XM_031482710.1_49	1491	1253.22	0	0
lcl|NW_022170249.1_mrna_XM_031483342.1_50	1697	1459.22	0	0
lcl|NW_022170249.1_miscrna_XR_004142972.1_51	1140	902.221	0	0
lcl|NW_022170249.1_mrna_XM_031472352.1_52	1340	1102.22	76.6215	2.13713
lcl|NW_022170249.1_mrna_XM_031472974.1_53	1790	1552.22	0	0
lcl|NW_022170249.1_mrna_XM_031472973.1_54	1790	1552.22	44.1578	0.874585
lcl|NW_022170249.1_mrna_XM_031472972.1_55	1848	1610.22	26.8257	0.51217
lcl|NW_022170249.1_mrna_XM_031471734.1_56	1128	890.221	4	0.138137
lcl|NW_022170249.1_mrna_XM_031485441.1_57	2638	2400.22	0	0
lcl|NW_022170249.1_mrna_XM_031485370.1_58	2165	1927.22	0	0
lcl|NW_022170249.1_ncrna_XR_004143519.1_59	2097	1859.22	1	0.0165355
lcl|NW_022170249.1_mrna_XM_031472433.1_60	1077	839.221	0.0456182	0.00167113
lcl|NW_022170249.1_mrna_XM_031472430.1_61	1329	1091.22	0	0
lcl|NW_022170249.1_mrna_XM_031472431.1_62	1572	1334.22	0	0
lcl|NW_022170249.1_mrna_XM_031472432.1_63	1543	1305.22	0	0
lcl|NW_022170249.1_mrna_XM_031472429.1_64	1439	1201.22	0.0534288	0.00136742
lcl|NW_022170249.1_mrna_XM_031483322.1_65	1203	965.221	0	0
lcl|NW_022170249.1_mrna_XM_031483310.1_66	1271	1033.22	0	0
lcl|NW_022170249.1_mrna_XM_031483302.1_67	1329	1091.22	0	0
lcl|NW_022170249.1_mrna_XM_031472957.1_68	1992	1754.22	9	0.157727
lcl|NW_022170249.1_mrna_XM_031482493.1_69	2355	2117.22	55.3594	0.803847
lcl|NW_022170249.1_ncrna_XR_004142811.1_70	3191	2953.22	9	0.0936904
lcl|NW_022170249.1_ncrna_XR_004142812.1_71	512	274.876	121	13.5331
lcl|NW_022170249.1_mrna_XM_031473771.1_72	2087	1849.22	0	0
lcl|NW_022170249.1_mrna_XM_031471848.1_73	2448	2210.22	0	0
lcl|NW_022170249.1_mrna_XM_031493798.1_74	1328	1090.22	4.91192	0.138511
lcl|NW_022170249.1_mrna_XM_031493828.1_75	1868	1630.22	5.22944	0.0986182
lcl|NW_022170249.1_mrna_XM_031493822.1_76	1068	830.221	0	0
lcl|NW_022170249.1_mrna_XM_031493812.1_77	1104	866.221	14.5121	0.515051
lcl|NW_022170249.1_mrna_XM_031493841.1_78	966	728.221	2	0.0844335
lcl|NW_022170249.1_ncrna_XR_004146334.1_79	650	412.513	0	0
lcl|NW_022170249.1_mrna_XM_031500890.1_80	2052	1814.22	0	0
lcl|NW_022170249.1_mrna_XM_031500882.1_81	2103	1865.22	137.78	2.27094
lcl|NW_022170249.1_ncrna_XR_004147160.1_82	1309	1071.22	0	0
lcl|NW_022170249.1_mrna_XM_031472077.1_83	782	544.349	0	0
lcl|NW_022170249.1_mrna_XM_031472621.1_84	1660	1422.22	27.5518	0.595567
lcl|NW_022170249.1_mrna_XM_031472623.1_85	2119	1881.22	4.92982	0.0805638
lcl|NW_022170249.1_mrna_XM_031472622.1_86	2043	1805.22	5.67216e-05	9.65977e-07
lcl|NW_022170249.1_ncrna_XR_004143263.1_87	293	70.2965	0	0
lcl|NW_022170249.1_mrna_XM_031483208.1_88	1543	1305.22	21	0.494633
lcl|NW_022170249.1_mrna_XM_031483215.1_89	1395	1157.22	27	0.717291
lcl|NW_022170249.1_mrna_XM_031475019.1_90	1896	1658.22	0	0
lcl|NW_022170249.1_mrna_XM_031471347.1_91	2446	2208.22	0	0
lcl|NW_022170249.1_mrna_XM_031471754.1_92	1554	1316.22	0	0
lcl|NW_022170249.1_mrna_XM_031471755.1_93	1273	1035.22	0	0
lcl|NW_022170249.1_ncrna_XR_004142916.1_94	2339	2101.22	16.0017	0.234122
lcl|NW_022170249.1_mrna_XM_031472399.1_95	2173	1935.22	9.53342e-05	1.51449e-06
lcl|NW_022170249.1_mrna_XM_031473772.1_96	689	451.459	5	0.340486
lcl|NW_022170249.1_mrna_XM_031472447.1_97	863	625.288	70	3.44165
lcl|NW_022170249.1_mrna_XM_031472179.1_98	920	682.239	1.09751	0.0494561
lcl|NW_022170249.1_ncrna_XR_004143135.1_99	1157	919.221	155	5.18394
lcl|NW_022170249.1_mrna_XM_031473234.1_100	1317	1079.22	267.314	7.61483
lcl|NW_022170249.1_mrna_XM_031473238.1_101	1115	877.221	174.796	6.1259
lcl|NW_022170249.1_mrna_XM_031473236.1_102	1115	877.221	174.796	6.1259
lcl|NW_022170249.1_mrna_XM_031473235.1_103	1462	1224.22	17.647	0.443159
lcl|NW_022170249.1_mrna_XM_031473233.1_104	1457	1219.22	581.322	14.6583
lcl|NW_022170249.1_mrna_XM_031473240.1_105	1115	877.221	10.6638	0.373724
lcl|NW_022170249.1_mrna_XM_031473237.1_106	1114	876.221	47.4614	1.66523
lcl|NW_022170249.1_ncrna_XR_004143134.1_107	2178	1940.22	48	0.760568
lcl|NW_022170249.1_ncrna_XR_004143133.1_108	1662	1424.22	6	0.129516
lcl|NW_022170249.1_mrna_XM_031472212.1_109	1238	1000.22	8.77933	0.269844
lcl|NW_022170249.1_mrna_XM_031473241.1_110	959	721.221	6	0.255759
lcl|NW_022170249.1_mrna_XM_031473242.1_111	1246	1008.22	10	0.304925
lcl|NW_022170249.1_ncrna_XR_004143136.1_112	2459	2221.22	31.2049	0.431896
lcl|NW_022170249.1_mrna_XM_031477270.1_113	935	697.221	9	0.396844
lcl|NW_022170249.1_mrna_XM_031473919.1_114	1019	781.221	1	0.0393527
lcl|NW_022170249.1_mrna_XM_031472269.1_115	1839	1601.22	0.5	0.00959991
lcl|NW_022170249.1_mrna_XM_031472275.1_116	603	365.589	1	0.0840922
lcl|NW_022170249.1_mrna_XM_031472295.1_117	603	365.589	0	0
lcl|NW_022170249.1_mrna_XM_031492157.1_118	561	323.718	72	6.83776
lcl|NW_022170249.1_mrna_XM_031492146.1_119	983	745.221	2	0.0825074
lcl|NW_022170249.1_ncrna_XR_004146078.1_120	6254	6016.22	16.9526	0.0866284
lcl|NW_022170249.1_ncrna_XR_004146077.1_121	7293	7055.22	0	0
lcl|NW_022170249.1_ncrna_XR_004146079.1_122	1471	1233.22	8	0.199433
lcl|NW_022170249.1_ncrna_XR_004142863.1_123	2279	2041.22	0	0
lcl|NW_022170249.1_ncrna_XR_004142862.1_124	2284	2046.22	24	0.360584
lcl|NW_022170249.1_ncrna_XR_004142861.1_125	2336	2098.22	0	0
lcl|NW_022170249.1_mrna_XM_031481342.1_126	643	405.523	5	0.379056
lcl|NW_022170249.1_mrna_XM_031471867.1_127	3471	3233.22	54	0.51346
lcl|NW_022170249.1_mrna_XM_031473345.1_128	1910	1672.22	0	0
lcl|NW_022170249.1_mrna_XM_031472364.1_129	1494	1256.22	0	0
lcl|NW_022170249.1_mrna_XM_031472723.1_130	1819	1581.22	0	0
lcl|NW_022170249.1_mrna_XM_031472371.1_131	1212	974.221	0	0
lcl|NW_022170249.1_mrna_XM_031472390.1_132	1404	1166.22	0	0
lcl|NW_022170249.1_ncrna_XR_004142887.1_133	290	68.3649	1	0.449692
lcl|NW_022170249.1_mrna_XM_031472393.1_134	3432	3194.22	0	0
lcl|NW_022170249.1_mrna_XM_031472986.1_135	1116	878.221	0	0
lcl|NW_022170249.1_mrna_XM_031472419.1_136	4158	3920.22	0	0
lcl|NW_022170249.1_mrna_XM_031472428.1_137	646	408.513	0	0
lcl|NW_022170249.1_mrna_XM_031473848.1_138	3945	3707.22	25.3539	0.210254
lcl|NW_022170249.1_miscrna_XR_004143261.1_139	3945	3707.22	25.3539	0.210254
lcl|NW_022170249.1_mrna_XM_031477230.1_140	830	592.349	0	0
lcl|NW_022170249.1_mrna_XM_031477127.1_141	3038	2800.22	0	0
lcl|NW_022170249.1_mrna_XM_031477065.1_142	3094	2856.22	14.7312	0.158561
lcl|NW_022170249.1_mrna_XM_031473328.1_143	1072	834.221	0.5	0.0184263
lcl|NW_022170249.1_miscrna_XR_004143158.1_144	694	456.459	5	0.336757
lcl|NW_022170249.1_mrna_XM_031473326.1_145	1979	1741.22	0	0
lcl|NW_022170249.1_mrna_XM_031473327.1_146	824	586.349	0	0
lcl|NW_022170249.1_mrna_XM_031473812.1_147	1072	834.221	0.5	0.0184263
lcl|NW_022170249.1_miscrna_XR_004143254.1_148	511	273.883	0	0
lcl|NW_022170249.1_mrna_XM_031473811.1_149	1830	1592.22	1	0.0193083
lcl|NW_022170249.1_miscrna_XR_004142850.1_150	2973	2735.22	19	0.213555
lcl|NW_022170249.1_miscrna_XR_004142849.1_151	3028	2790.22	0	0
lcl|NW_022170249.1_mrna_XM_031471749.1_152	3078	2840.22	0	0
lcl|NW_022170249.1_mrna_XM_031471896.1_153	2914	2676.22	1.995	0.0229176
lcl|NW_022170249.1_mrna_XM_031471897.1_154	2911	2673.22	3.99452	0.0459386
lcl|NW_022170249.1_mrna_XM_031472530.1_155	987	749.221	0.5	0.0205167
lcl|NW_022170249.1_mrna_XM_031473087.1_156	2871	2633.22	3.5643e-06	4.16136e-08
lcl|NW_022170249.1_ncrna_XR_004142895.1_157	1010	772.221	0	0
lcl|NW_022170249.1_ncrna_XR_004143217.1_158	880	642.288	6.69661	0.320534
lcl|NW_022170249.1_ncrna_XR_004144778.1_159	6788	6550.22	68.6041	0.32199
lcl|NW_022170249.1_ncrna_XR_004144777.1_160	6209	5971.22	66.8295	0.344075
lcl|NW_022170249.1_mrna_XM_031484383.1_161	1510	1272.22	23.0077	0.55598
lcl|NW_022170249.1_mrna_XM_031484393.1_162	1489	1251.22	1.12109	0.0275458
lcl|NW_022170249.1_mrna_XM_031484370.1_163	3800	3562.22	18.7137	0.161506
lcl|NW_022170249.1_miscrna_XR_004144775.1_164	1494	1256.22	0	0
lcl|NW_022170249.1_mrna_XM_031484406.1_165	1236	998.221	8	0.246383
lcl|NW_022170249.1_mrna_XM_031484420.1_166	2514	2276.22	0	0
lcl|NW_022170249.1_mrna_XM_031492916.1_167	1957	1719.22	4.144	0.0741032
lcl|NW_022170249.1_mrna_XM_031492937.1_168	1187	949.221	0	0
lcl|NW_022170249.1_mrna_XM_031472563.1_169	1047	809.221	10	0.37991
lcl|NW_022170249.1_mrna_XM_031492969.1_170	1199	961.221	0	0
lcl|NW_022170249.1_mrna_XM_031492926.1_171	1686	1448.22	162.767	3.45525
lcl|NW_022170249.1_mrna_XM_031492957.1_172	1100	862.221	0.00128166	4.56987e-05
lcl|NW_022170249.1_mrna_XM_031492949.1_173	1097	859.221	65.7615	2.35296
lcl|NW_022170249.1_mrna_XM_031472579.1_174	1323	1085.22	0	0
lcl|NW_022170249.1_mrna_XM_031471360.1_175	1616	1378.22	75.9036	1.69314
lcl|NW_022170249.1_mrna_XM_031471359.1_176	1625	1387.22	226.096	5.01067
lcl|NW_022170249.1_mrna_XM_031472947.1_177	886	648.288	0	0
lcl|NW_022170249.1_mrna_XM_031472948.1_178	826	588.349	10.2892	0.537646
lcl|NW_022170249.1_mrna_XM_031493434.1_179	1616	1378.22	75.9036	1.69314
