target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	1993.75	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	463.831	10.0219	0.571845
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1716.75	25.5215	0.393449
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	465.831	8.45658	0.480456
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1543.75	1.30825	0.0224286
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1180.75	0	0
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	675.763	2	0.0783291
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	832.745	2.57461	0.0818252
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1005.75	0.5	0.0131574
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	693.763	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1005.75	0.5	0.0131574
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2193.75	3	0.0361928
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6029.75	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6121.75	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5543.75	98.0702	0.468189
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5544.75	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6064.75	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	994.745	13	0.345875
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	261.346	3	0.303804
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1704.75	16	0.248398
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	793.745	2	0.0666862
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	406.874	2.10438	0.136884
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2272.75	115.387	1.34367
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2374.75	4.67141	0.0520617
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	961.745	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	637.763	2.13227	0.0884853
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1372.75	1.86773	0.036009
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	257.359	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1424.75	6.4334	0.119506
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1371.75	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1326.75	0	0
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1171.75	1.59843	0.0361034
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	881.745	2.00385	0.0601464
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	586.793	16.3056	0.735428
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1332.75	0	0
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1425.75	26	0.482635
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	207.74	1.73661	0.221243
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1119.75	6.26648	0.148112
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1615.75	0	0
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1760.75	0	0
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1699.75	0	0
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1638.75	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1641.75	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	713.763	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	681.763	0	0
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	327.041	0.623583	0.0504637
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1338.75	2	0.0395384
lcl|NW_022170249.1_mrna_XM_031482721.1_48	2395	2129.75	9.49931	0.118046
lcl|NW_022170249.1_mrna_XM_031482710.1_49	1491	1225.75	0	0
lcl|NW_022170249.1_mrna_XM_031483342.1_50	1697	1431.75	0	0
lcl|NW_022170249.1_miscrna_XR_004142972.1_51	1140	874.745	0	0
lcl|NW_022170249.1_mrna_XM_031472352.1_52	1340	1074.75	191.381	4.71282
lcl|NW_022170249.1_mrna_XM_031472974.1_53	1790	1524.75	67.8996	1.17857
lcl|NW_022170249.1_mrna_XM_031472973.1_54	1790	1524.75	8.83889	0.153422
lcl|NW_022170249.1_mrna_XM_031472972.1_55	1848	1582.75	110.699	1.85105
lcl|NW_022170249.1_mrna_XM_031471734.1_56	1128	862.745	0	0
lcl|NW_022170249.1_mrna_XM_031485441.1_57	2638	2372.75	2.78618	0.0310775
lcl|NW_022170249.1_mrna_XM_031485370.1_58	2165	1899.75	0	0
lcl|NW_022170249.1_ncrna_XR_004143519.1_59	2097	1831.75	6	0.0866909
lcl|NW_022170249.1_mrna_XM_031472433.1_60	1077	811.745	1.72837	0.0563513
lcl|NW_022170249.1_mrna_XM_031472430.1_61	1329	1063.75	0	0
lcl|NW_022170249.1_mrna_XM_031472431.1_62	1572	1306.75	0	0
lcl|NW_022170249.1_mrna_XM_031472432.1_63	1543	1277.75	0	0
lcl|NW_022170249.1_mrna_XM_031472429.1_64	1439	1173.75	0.193541	0.00436402
lcl|NW_022170249.1_mrna_XM_031483322.1_65	1203	937.745	0	0
lcl|NW_022170249.1_mrna_XM_031483310.1_66	1271	1005.75	0	0
lcl|NW_022170249.1_mrna_XM_031483302.1_67	1329	1063.75	0	0
lcl|NW_022170249.1_mrna_XM_031472957.1_68	1992	1726.75	11	0.168598
lcl|NW_022170249.1_mrna_XM_031482493.1_69	2355	2089.75	53.3328	0.675442
lcl|NW_022170249.1_ncrna_XR_004142811.1_70	3191	2925.75	12	0.108551
lcl|NW_022170249.1_ncrna_XR_004142812.1_71	512	247.429	240	25.6713
lcl|NW_022170249.1_mrna_XM_031473771.1_72	2087	1821.75	93	1.35108
lcl|NW_022170249.1_mrna_XM_031471848.1_73	2448	2182.75	58.7444	0.712281
lcl|NW_022170249.1_mrna_XM_031493798.1_74	1328	1062.75	1.70338	0.04242
lcl|NW_022170249.1_mrna_XM_031493828.1_75	1868	1602.75	3.76631	0.0621927
lcl|NW_022170249.1_mrna_XM_031493822.1_76	1068	802.745	0	0
lcl|NW_022170249.1_mrna_XM_031493812.1_77	1104	838.745	0.575852	0.0181705
lcl|NW_022170249.1_mrna_XM_031493841.1_78	966	700.763	3	0.113302
lcl|NW_022170249.1_ncrna_XR_004146334.1_79	650	384.903	0	0
lcl|NW_022170249.1_mrna_XM_031500890.1_80	2052	1786.75	95.1116	1.40883
lcl|NW_022170249.1_mrna_XM_031500882.1_81	2103	1837.75	937.212	13.4971
lcl|NW_022170249.1_ncrna_XR_004147160.1_82	1309	1043.75	0	0
lcl|NW_022170249.1_mrna_XM_031472077.1_83	782	516.793	0	0
lcl|NW_022170249.1_mrna_XM_031472621.1_84	1660	1394.75	0	0
lcl|NW_022170249.1_mrna_XM_031472623.1_85	2119	1853.75	9.48265	0.135384
lcl|NW_022170249.1_mrna_XM_031472622.1_86	2043	1777.75	2.21969	0.0330454
lcl|NW_022170249.1_ncrna_XR_004143263.1_87	293	55.8647	0	0
lcl|NW_022170249.1_mrna_XM_031483208.1_88	1543	1277.75	14	0.289982
lcl|NW_022170249.1_mrna_XM_031483215.1_89	1395	1129.75	4.78324	0.112054
lcl|NW_022170249.1_mrna_XM_031475019.1_90	1896	1630.75	0	0
lcl|NW_022170249.1_mrna_XM_031471347.1_91	2446	2180.75	3.04521	0.0369573
lcl|NW_022170249.1_mrna_XM_031471754.1_92	1554	1288.75	5.69655	0.116986
lcl|NW_022170249.1_mrna_XM_031471755.1_93	1273	1007.75	0	0
lcl|NW_022170249.1_ncrna_XR_004142916.1_94	2339	2073.75	20.0006	0.255255
lcl|NW_022170249.1_mrna_XM_031472399.1_95	2173	1907.75	1.06695	0.0148017
lcl|NW_022170249.1_mrna_XM_031473772.1_96	689	423.842	5.5	0.343436
lcl|NW_022170249.1_mrna_XM_031472447.1_97	863	597.778	73	3.23199
lcl|NW_022170249.1_mrna_XM_031472179.1_98	920	654.763	0	0
lcl|NW_022170249.1_ncrna_XR_004143135.1_99	1157	891.745	265	7.86489
lcl|NW_022170249.1_mrna_XM_031473234.1_100	1317	1051.75	345.794	8.7015
