target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2022.76	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	492.889	1.29547	0.0760633
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1745.76	33.9628	0.563013
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	494.889	30.7566	1.79857
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1572.76	2.09701	0.0385867
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1209.76	0	0
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	704.775	7	0.287439
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	861.758	11.532	0.387273
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1034.76	0.5	0.013984
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	722.758	2	0.0800822
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1034.76	0.5	0.013984
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2222.76	7.5	0.097649
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6058.76	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6150.76	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5572.76	145.824	0.75728
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5573.76	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6093.76	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1023.76	7	0.197879
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	290.218	2	0.199437
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1733.76	16.2328	0.270959
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	822.758	5	0.175872
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	435.9	4	0.265565
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2301.76	111.814	1.40584
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2403.76	9.79661	0.117946
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	990.758	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	666.775	14.1021	0.612073
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1401.76	16.8979	0.348865
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	286.225	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1453.76	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1400.76	4.60563	0.0951534
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1355.76	0	0
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1200.76	0	0
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	910.758	1.20469	0.0382798
