target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2014.9	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	485.039	6.27492	0.297185
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1737.9	4.82645	0.0637966
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	487.039	11.9093	0.561718
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1564.9	4	0.0587176
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1201.9	1.8195	0.0347759
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	696.956	2	0.0659204
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	853.903	0	0
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1026.9	1	0.02237
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	714.903	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1026.9	1	0.02237
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2214.9	1	0.0103715
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6050.9	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6142.9	0	0
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5564.9	15.7053	0.0648313
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5565.9	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6085.9	0	0
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1015.9	28	0.633142
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	282.473	0	0
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1725.9	27	0.359371
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	814.903	2	0.0563793
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	428.152	1	0.0536534
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2293.9	101.159	1.01304
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2395.9	5.05042	0.0484232
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	982.903	0	0
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	658.973	0	0
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1393.9	13	0.214243
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	278.522	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1445.9	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1392.9	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1347.9	0	0
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1192.9	0	0
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	902.903	2.10259	0.0534944
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	607.988	31.4196	1.18714
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1353.9	0	0
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1446.9	32	0.50805
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	228.797	0	0
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1140.9	0	0
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1636.9	3.36601	0.0472377
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1781.9	1.88755	0.0243338
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1720.9	14.6447	0.195488
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1659.9	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1662.9	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	734.903	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	702.956	0	0
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	348.248	0	0
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1359.9	1	0.0168923
lcl|NW_022170249.1_mrna_XM_031482721.1_48	2395	2150.9	14	0.149521
lcl|NW_022170249.1_mrna_XM_031482710.1_49	1491	1246.9	5.55018	0.102252
lcl|NW_022170249.1_mrna_XM_031483342.1_50	1697	1452.9	0	0
lcl|NW_022170249.1_miscrna_XR_004142972.1_51	1140	895.903	0	0
lcl|NW_022170249.1_mrna_XM_031472352.1_52	1340	1095.9	142.28	2.9824
lcl|NW_022170249.1_mrna_XM_031472974.1_53	1790	1545.9	8.0083	0.119002
lcl|NW_022170249.1_mrna_XM_031472973.1_54	1790	1545.9	0	0
lcl|NW_022170249.1_mrna_XM_031472972.1_55	1848	1603.9	23.887	0.342121
lcl|NW_022170249.1_mrna_XM_031471734.1_56	1128	883.903	0	0
lcl|NW_022170249.1_mrna_XM_031485441.1_57	2638	2393.9	0	0
lcl|NW_022170249.1_mrna_XM_031485370.1_58	2165	1920.9	1.74651	0.0208863
lcl|NW_022170249.1_ncrna_XR_004143519.1_59	2097	1852.9	1	0.0123977
lcl|NW_022170249.1_mrna_XM_031472433.1_60	1077	832.903	0	0
lcl|NW_022170249.1_mrna_XM_031472430.1_61	1329	1084.9	0	0
lcl|NW_022170249.1_mrna_XM_031472431.1_62	1572	1327.9	0	0
lcl|NW_022170249.1_mrna_XM_031472432.1_63	1543	1298.9	3.01461	0.0533151
lcl|NW_022170249.1_mrna_XM_031472429.1_64	1439	1194.9	0	0
lcl|NW_022170249.1_mrna_XM_031483322.1_65	1203	958.903	0	0
lcl|NW_022170249.1_mrna_XM_031483310.1_66	1271	1026.9	0	0
lcl|NW_022170249.1_mrna_XM_031483302.1_67	1329	1084.9	0	0
lcl|NW_022170249.1_mrna_XM_031472957.1_68	1992	1747.9	12	0.15771
lcl|NW_022170249.1_mrna_XM_031482493.1_69	2355	2110.9	117.559	1.27933
lcl|NW_022170249.1_ncrna_XR_004142811.1_70	3191	2946.9	7	0.0545667
lcl|NW_022170249.1_ncrna_XR_004142812.1_71	512	268.597	194	16.5919
lcl|NW_022170249.1_mrna_XM_031473771.1_72	2087	1842.9	1	0.012465
lcl|NW_022170249.1_mrna_XM_031471848.1_73	2448	2203.9	0	0
lcl|NW_022170249.1_mrna_XM_031493798.1_74	1328	1083.9	3.05152	0.0646728
lcl|NW_022170249.1_mrna_XM_031493828.1_75	1868	1623.9	8.03903	0.113721
lcl|NW_022170249.1_mrna_XM_031493822.1_76	1068	823.903	0	0
lcl|NW_022170249.1_mrna_XM_031493812.1_77	1104	859.903	3.23954	0.0865426
