target_id	length	eff_length	est_counts	tpm
lcl|NW_022170249.1_mrna_XM_031489100.1_1	2259	2012.91	0	0
lcl|NW_022170249.1_mrna_XM_031472232.1_2	729	483.141	8.14341	0.290339
lcl|NW_022170249.1_mrna_XM_031472231.1_3	1982	1735.91	13.8566	0.1375
lcl|NW_022170249.1_mrna_XM_031472233.1_4	731	485.141	9.66571	0.343194
lcl|NW_022170249.1_mrna_XM_031471402.1_5	1809	1562.91	0	0
lcl|NW_022170249.1_mrna_XM_031471404.1_6	1446	1199.91	0	0
lcl|NW_022170249.1_mrna_XM_031471425.1_7	941	694.98	1	0.0247857
lcl|NW_022170249.1_mrna_XM_031471462.1_8	1098	851.908	0	0
lcl|NW_022170249.1_mrna_XM_031473477.1_9	1271	1024.91	0	0
lcl|NW_022170249.1_mrna_XM_031473850.1_10	959	712.945	0	0
lcl|NW_022170249.1_mrna_XM_031473849.1_11	1271	1024.91	0	0
lcl|NW_022170249.1_mrna_XM_031472861.1_12	2459	2212.91	2.5	0.0194603
lcl|NW_022170249.1_miscrna_XR_004146328.1_13	6295	6048.91	0	0
lcl|NW_022170249.1_mrna_XM_031493644.1_14	6387	6140.91	0.000149706	4.19932e-07
lcl|NW_022170249.1_mrna_XM_031493651.1_15	5809	5562.91	150.11	0.464815
lcl|NW_022170249.1_mrna_XM_031493662.1_16	5810	5563.91	0	0
lcl|NW_022170249.1_miscrna_XR_004146327.1_17	6330	6083.91	0.000224279	6.35007e-07
lcl|NW_022170249.1_mrna_XM_031493676.1_18	1260	1013.91	17	0.288818
lcl|NW_022170249.1_mrna_XM_031493686.1_19	526	280.577	6	0.368361
lcl|NW_022170249.1_ncrna_XR_004146330.1_20	1970	1723.91	30	0.299765
lcl|NW_022170249.1_mrna_XM_031471528.1_21	1059	812.908	4	0.0847602
lcl|NW_022170249.1_ncrna_XR_004143061.1_22	672	426.221	46.8407	1.89305
lcl|NW_022170249.1_mrna_XM_031471765.1_23	2538	2291.91	75.1168	0.564564
lcl|NW_022170249.1_mrna_XM_031471764.1_24	2640	2393.91	0	0
lcl|NW_022170249.1_mrna_XM_031473950.1_25	1227	980.908	4.02628	0.0707048
lcl|NW_022170249.1_mrna_XM_031471977.1_26	903	657.014	3.95377	0.10366
lcl|NW_022170249.1_mrna_XM_031471976.1_27	1638	1391.91	17.0462	0.210956
lcl|NW_022170249.1_mrna_XM_031471556.1_28	522	276.577	0	0
lcl|NW_022170249.1_mrna_XM_031471973.1_29	1690	1443.91	0	0
lcl|NW_022170249.1_mrna_XM_031471974.1_30	1637	1390.91	0	0
lcl|NW_022170249.1_mrna_XM_031471975.1_31	1592	1345.91	8	0.102388
lcl|NW_022170249.1_mrna_XM_031471971.1_32	1437	1190.91	0.945604	0.0136774
lcl|NW_022170249.1_mrna_XM_031473644.1_33	1147	900.908	0	0
lcl|NW_022170249.1_mrna_XM_031471566.1_34	852	606.03	19.6746	0.559224
lcl|NW_022170249.1_mrna_XM_031471572.1_35	1598	1351.91	0	0
lcl|NW_022170249.1_ncrna_XR_004142950.1_36	1691	1444.91	142	1.69286
lcl|NW_022170249.1_ncrna_XR_004142949.1_37	472	226.969	2.21648	0.168217
lcl|NW_022170249.1_mrna_XM_031472257.1_38	1385	1138.91	4.4296	0.0669961
lcl|NW_022170249.1_mrna_XM_031471594.1_39	1881	1634.91	0	0
lcl|NW_022170249.1_mrna_XM_031473677.1_40	2026	1779.91	0	0
lcl|NW_022170249.1_mrna_XM_031473678.1_41	1965	1718.91	0	0
lcl|NW_022170249.1_mrna_XM_031473676.1_42	1904	1657.91	0	0
lcl|NW_022170249.1_mrna_XM_031473674.1_43	1907	1660.91	0	0
lcl|NW_022170249.1_mrna_XM_031471707.1_44	979	732.945	0	0
lcl|NW_022170249.1_mrna_XM_031473550.1_45	947	700.963	0	0
lcl|NW_022170249.1_miscrna_XR_004143193.1_46	592	346.366	0	0
lcl|NW_022170249.1_mrna_XM_031473076.1_47	1604	1357.91	1	0.0126854
